Quarter,Airport Code,City,State,Average Fare ($),Adj Average Fare ($),Passengers (2024 Benchmark)
Q4_2019,ADK,Adak Island,AK,1028.5,1262.1,57.0
Q4_2019,ANC,Anchorage,AK,494.67,607.03,113291.0
Q4_2019,BRW,Barrow,AK,505.97,620.9,1914.0
Q4_2019,BET,Bethel,AK,365.03,447.94,5442.0
Q4_2019,CYF,Chefornak,AK,895.0,1098.28,
Q4_2019,CDB,Cold Bay,AK,890.6,1092.88,5.0
Q4_2019,CDV,Cordova,AK,394.8,484.47,811.0
Q4_2019,SCC,Deadhorse,AK,422.95,519.02,1933.0
Q4_2019,DLG,Dillingham,AK,885.16,1086.21,1385.0
Q4_2019,FAI,Fairbanks,AK,456.36,560.02,27618.0
Q4_2019,GAL,Galena,AK,681.0,835.67,
Q4_2019,HOM,Homer,AK,572.9,703.02,66.0
Q4_2019,JNU,Juneau,AK,435.11,533.94,14056.0
Q4_2019,ENA,Kenai,AK,672.34,825.05,
Q4_2019,KTN,Ketchikan,AK,472.61,579.95,5377.0
Q4_2019,AKN,King Salmon,AK,750.24,920.64,959.0
Q4_2019,ADQ,Kodiak,AK,498.56,611.79,3500.0
Q4_2019,OTZ,Kotzebue,AK,442.49,542.99,2107.0
Q4_2019,OME,Nome,AK,530.59,651.1,2311.0
Q4_2019,PSG,Petersburg,AK,451.39,553.91,1000.0
Q4_2019,SDP,Sandpoint,AK,937.9,1150.93,1.0
Q4_2019,SHH,Shishmaref,AK,520.0,638.11,
Q4_2019,SIT,Sitka,AK,443.81,544.62,3745.0
Q4_2019,DUT,Unalaska,AK,1071.5,1314.87,64.0
Q4_2019,VDZ,Valdez,AK,704.88,864.97,12.0
Q4_2019,WRG,Wrangell,AK,383.13,470.15,631.0
Q4_2019,YAK,Yakutat,AK,430.37,528.12,370.0
Q4_2019,BHM,Birmingham,AL,444.45,545.4,87795.0
Q4_2019,DHN,Dothan,AL,623.98,765.71,1974.0
Q4_2019,HSV,Huntsville,AL,527.35,647.13,44464.0
Q4_2019,MOB,Mobile,AL,472.63,579.98,15611.0
Q4_2019,BFM,Mobile,AL,112.87,138.5,371.0
Q4_2019,MGM,Montgomery,AL,533.35,654.49,10260.0
Q4_2019,MSL,Muscle Shoals,AL,343.21,421.17,91.0
Q4_2019,ELD,El Dorado,AR,489.0,600.07,24.0
Q4_2019,XNA,Fayetteville,AR,469.38,575.99,60392.0
Q4_2019,FSM,Fort Smith,AR,517.61,635.18,3187.0
Q4_2019,HRO,Harrison,AR,278.0,341.14,30.0
Q4_2019,HOT,Hot Springs,AR,532.0,652.83,39.0
Q4_2019,LIT,Little Rock,AR,414.07,508.11,63818.0
Q4_2019,TXK,Texarkana,AR,514.05,630.8,2325.0
Q4_2019,FLG,Flagstaff,AZ,416.99,511.7,3507.0
Q4_2019,PGA,Page,AZ,404.0,495.76,143.0
Q4_2019,PHX,Phoenix,AZ,346.1,424.7,825399.0
Q4_2019,AZA,Phoenix,AZ,152.35,186.95,40330.0
Q4_2019,PRC,Prescott,AZ,494.41,606.7,525.0
Q4_2019,SOW,Show Low,AZ,435.08,533.9,62.0
Q4_2019,TUS,Tucson,AZ,390.91,479.69,102184.0
Q4_2019,YUM,Yuma,AZ,456.05,559.63,4071.0
Q4_2019,ACV,Arcata/Eureka,CA,518.49,636.26,7528.0
Q4_2019,BFL,Bakersfield,CA,521.61,640.08,11994.0
Q4_2019,BUR,Burbank,CA,289.25,354.95,183243.0
Q4_2019,IPL,El Centro,CA,364.5,447.29,141.0
Q4_2019,FAT,Fresno,CA,405.33,497.39,65689.0
Q4_2019,LGB,Long Beach,CA,242.11,297.1,102848.0
Q4_2019,LAX,Los Angeles,CA,372.1,456.62,1284083.0
Q4_2019,MMH,Mammoth Lakes,CA,251.44,308.55,
Q4_2019,MCE,Merced,CA,449.6,551.72,
Q4_2019,MRY,Monterey,CA,423.11,519.2,14130.0
Q4_2019,OAK,Oakland,CA,309.48,379.77,268902.0
Q4_2019,ONT,Ontario,CA,332.79,408.38,198746.0
Q4_2019,PSP,Palm Springs,CA,386.74,474.58,52513.0
Q4_2019,RDD,Redding,CA,502.48,616.61,5149.0
Q4_2019,SMF,Sacramento,CA,337.44,414.08,367629.0
Q4_2019,SAN,San Diego,CA,337.79,414.51,596023.0
Q4_2019,SFO,San Francisco,CA,420.22,515.67,844286.0
Q4_2019,SJC,San Jose,CA,304.39,373.52,305263.0
Q4_2019,SBP,San Luis Obispo,CA,501.13,614.95,19797.0
Q4_2019,SNA,Santa Ana,CA,401.61,492.82,254126.0
Q4_2019,SBA,Santa Barbara,CA,444.86,545.9,36080.0
Q4_2019,SMX,Santa Maria,CA,117.07,143.66,739.0
Q4_2019,STS,Santa Rosa,CA,326.36,400.49,21711.0
Q4_2019,SCK,Stockton,CA,155.79,191.18,3948.0
Q4_2019,ALS,Alamosa,CO,480.0,589.02,295.0
Q4_2019,ASE,Aspen,CO,565.37,693.79,11153.0
Q4_2019,COS,Colorado Springs,CO,389.56,478.04,67750.0
Q4_2019,CEZ,Cortez,CO,402.39,493.78,98.0
Q4_2019,DEN,Denver,CO,309.89,380.28,1023630.0
Q4_2019,DRO,Durango,CO,548.68,673.31,11912.0
Q4_2019,EGE,Eagle,CO,506.15,621.11,7923.0
Q4_2019,GJT,Grand Junction,CO,455.33,558.75,13880.0
Q4_2019,GUC,Gunnison,CO,577.03,708.08,1725.0
Q4_2019,HDN,Hayden,CO,489.44,600.61,6709.0
Q4_2019,MTJ,Montrose/Delta,CO,464.89,570.48,10218.0
Q4_2019,PUB,Pueblo,CO,462.12,567.08,86.0
Q4_2019,TEX,Telluride,CO,678.22,832.26,162.0
Q4_2019,BDL,Hartford,CT,385.81,473.44,210677.0
Q4_2019,HVN,New Haven,CT,395.71,485.59,45855.0
Q4_2019,IAD,Washington-Dulles,DC,465.52,571.25,316263.0
Q4_2019,DCA,Washington-Reagan National,DC,377.07,462.71,547638.0
Q4_2019,DAB,Daytona Beach,FL,421.23,516.9,16860.0
Q4_2019,FLL,Fort Lauderdale,FL,250.21,307.03,585196.0
Q4_2019,RSW,Fort Myers,FL,315.77,387.49,215751.0
Q4_2019,GNV,Gainesville,FL,453.87,556.96,16639.0
Q4_2019,JAX,Jacksonville,FL,344.97,423.33,190561.0
Q4_2019,EYW,Key West,FL,410.18,503.34,16616.0
Q4_2019,MLB,Melbourne,FL,444.42,545.36,12470.0
Q4_2019,MIA,Miami,FL,324.4,398.08,478084.0
Q4_2019,MCO,Orlando,FL,252.15,309.42,845562.0
Q4_2019,ECP,Panama City,FL,401.73,492.98,33188.0
Q4_2019,PNS,Pensacola,FL,422.97,519.04,72946.0
Q4_2019,PGD,Punta Gorda,FL,151.17,185.51,37063.0
Q4_2019,SFB,Sanford,FL,131.14,160.93,48131.0
Q4_2019,SRQ,Sarasota/Bradenton,FL,339.31,416.38,86365.0
Q4_2019,PIE,St. Petersburg,FL,134.69,165.28,48668.0
Q4_2019,TLH,Tallahassee,FL,517.18,634.65,25686.0
Q4_2019,TPA,Tampa,FL,306.84,376.53,534514.0
Q4_2019,VPS,Valparaiso,FL,402.34,493.72,38296.0
Q4_2019,PBI,West Palm Beach/Palm Beach,FL,334.75,410.78,207211.0
Q4_2019,ABY,Albany,GA,581.95,714.13,1697.0
Q4_2019,ATL,Atlanta,GA,367.97,451.54,1012618.0
Q4_2019,AGS,Augusta,GA,444.65,545.64,17458.0
Q4_2019,BQK,Brunswick,GA,498.42,611.62,1856.0
Q4_2019,CSG,Columbus,GA,523.88,642.86,3020.0
Q4_2019,SAV,Savannah,GA,368.47,452.17,85268.0
Q4_2019,VLD,Valdosta,GA,583.76,716.35,2803.0
Q4_2019,ITO,Hilo,HI,259.56,318.51,37948.0
Q4_2019,HNL,Honolulu,HI,340.27,417.56,355128.0
Q4_2019,MKK,Hoolehua,HI,196.47,241.09,39.0
Q4_2019,OGG,Kahului,HI,258.59,317.33,112368.0
Q4_2019,JHM,Kapalua,HI,269.66,330.9,6.0
Q4_2019,KOA,Kona,HI,258.78,317.56,75880.0
Q4_2019,LNY,Lanai,HI,439.26,539.03,16.0
Q4_2019,LIH,Lihue,HI,256.47,314.72,66233.0
Q4_2019,CID,Cedar Rapids/Iowa City,IA,413.73,507.7,46040.0
Q4_2019,DSM,Des Moines,IA,392.8,482.02,91115.0
Q4_2019,DBQ,Dubuque,IA,548.15,672.65,388.0
Q4_2019,SUX,Sioux City,IA,442.73,543.28,1055.0
Q4_2019,ALO,Waterloo,IA,497.13,610.05,493.0
Q4_2019,BOI,Boise,ID,353.9,434.28,135151.0
Q4_2019,IDA,Idaho Falls,ID,521.73,640.23,17151.0
Q4_2019,LWS,Lewiston,ID,551.82,677.15,3448.0
Q4_2019,PIH,Pocatello,ID,610.13,748.71,1386.0
Q4_2019,SUN,Sun Valley/Hailey/Ketchum,ID,535.63,657.29,4889.0
Q4_2019,TWF,Twin Falls,ID,629.02,771.89,1848.0
Q4_2019,BLV,Belleville,IL,171.62,210.6,11114.0
Q4_2019,BMI,Bloomington/Normal,IL,374.84,459.98,9540.0
Q4_2019,CMI,Champaign/Urbana,IL,545.59,669.51,4867.0
Q4_2019,MDW,Chicago-Midway,IL,307.49,377.33,349329.0
Q4_2019,ORD,Chicago-O'Hare,IL,345.6,424.09,1089038.0
Q4_2019,DEC,Decatur,IL,421.45,517.17,596.0
Q4_2019,MWA,Marion/Herrin,IL,460.65,565.28,227.0
Q4_2019,MLI,Moline,IL,387.84,475.93,20094.0
Q4_2019,PIA,Peoria,IL,371.84,456.3,22607.0
Q4_2019,UIN,Quincy,IL,432.5,530.73,105.0
Q4_2019,RFD,Rockford,IL,201.13,246.81,9435.0
Q4_2019,SPI,Springfield,IL,403.96,495.71,3455.0
Q4_2019,EVV,Evansville,IN,447.43,549.05,10601.0
Q4_2019,FWA,Fort Wayne,IN,402.31,493.69,26685.0
Q4_2019,IND,Indianapolis,IN,363.36,445.89,289135.0
Q4_2019,SBN,South Bend,IN,397.79,488.14,27926.0
Q4_2019,DDC,Dodge City,KS,423.95,520.24,384.0
Q4_2019,GCK,Garden City,KS,490.78,602.26,1613.0
Q4_2019,HYS,Hays,KS,490.69,602.14,735.0
Q4_2019,LBL,Liberal,KS,450.75,553.13,386.0
Q4_2019,MHK,Manhattan/Ft. Riley,KS,523.62,642.54,4941.0
Q4_2019,SLN,Salina,KS,476.66,584.93,764.0
Q4_2019,ICT,Wichita,KS,396.01,485.96,50450.0
Q4_2019,LEX,Lexington,KY,418.46,513.5,42439.0
Q4_2019,SDF,Louisville,KY,378.6,464.59,122639.0
Q4_2019,OWB,Owensboro,KY,142.78,175.2,129.0
Q4_2019,PAH,Paducah,KY,531.44,652.15,376.0
Q4_2019,AEX,Alexandria,LA,510.56,626.53,5014.0
Q4_2019,BTR,Baton Rouge,LA,460.24,564.78,22788.0
Q4_2019,LFT,Lafayette,LA,476.86,585.17,14541.0
Q4_2019,LCH,Lake Charles,LA,539.08,661.52,5431.0
Q4_2019,MLU,Monroe,LA,502.01,616.03,6137.0
Q4_2019,MSY,New Orleans,LA,290.51,356.5,268725.0
Q4_2019,SHV,Shreveport,LA,494.36,606.65,19446.0
Q4_2019,BOS,Boston,MA,344.63,422.9,986868.0
Q4_2019,HYA,Hyannis,MA,492.4,604.24,950.0
Q4_2019,MVY,Martha's Vineyard,MA,373.86,458.77,3230.0
Q4_2019,ACK,Nantucket,MA,386.85,474.72,5436.0
Q4_2019,PVC,Provincetown,MA,544.75,668.48,94.0
Q4_2019,ORH,Worcester,MA,312.05,382.93,9491.0
Q4_2019,BWI,Baltimore,MD,324.13,397.74,489183.0
Q4_2019,HGR,Hagerstown,MD,164.4,201.74,2783.0
Q4_2019,SBY,Salisbury,MD,461.49,566.31,3343.0
Q4_2019,AUG,Augusta/Waterville,ME,374.92,460.07,161.0
Q4_2019,BGR,Bangor,ME,390.89,479.68,19034.0
Q4_2019,BHB,Bar Harbor,ME,464.33,569.8,193.0
Q4_2019,PWM,Portland,ME,368.68,452.41,65280.0
Q4_2019,PQI,Presque Isle/Houlton,ME,483.96,593.88,1349.0
Q4_2019,RKD,Rockland,ME,443.75,544.54,152.0
Q4_2019,APN,Alpena,MI,524.16,643.21,707.0
Q4_2019,DTW,Detroit,MI,381.97,468.73,572843.0
Q4_2019,ESC,Escanaba,MI,455.13,558.5,951.0
Q4_2019,FNT,Flint,MI,345.86,424.41,19789.0
Q4_2019,GRR,Grand Rapids,MI,369.69,453.65,122792.0
Q4_2019,CMX,Hancock/Houghton,MI,547.5,671.85,1092.0
Q4_2019,IMT,Iron Mountain/Kingsfd,MI,426.15,522.94,1197.0
Q4_2019,AZO,Kalamazoo,MI,465.05,570.68,5637.0
Q4_2019,LAN,Lansing,MI,433.62,532.11,6720.0
Q4_2019,MQT,Marquette,MI,512.72,629.18,2316.0
Q4_2019,MKG,Muskegon,MI,414.54,508.7,107.0
Q4_2019,PLN,Pellston,MI,585.75,718.79,1430.0
Q4_2019,MBS,Saginaw/Bay City/Midland,MI,532.78,653.79,6283.0
Q4_2019,CIU,Sault Ste. Marie,MI,559.74,686.87,1670.0
Q4_2019,TVC,Traverse City,MI,448.68,550.59,19320.0
Q4_2019,BJI,Bemidji,MN,551.2,676.39,1737.0
Q4_2019,BRD,Brainerd,MN,577.88,709.13,964.0
Q4_2019,DLH,Duluth,MN,446.93,548.44,7375.0
Q4_2019,HIB,Hibbing,MN,554.29,680.19,660.0
Q4_2019,INL,International Falls,MN,520.58,638.82,580.0
Q4_2019,MKT,Mankato,MN,138.0,169.34,
Q4_2019,MSP,Minneapolis,MN,362.92,445.34,657943.0
Q4_2019,RST,Rochester,MN,394.93,484.63,4832.0
Q4_2019,STC,St. Cloud,MN,205.93,252.71,1726.0
Q4_2019,TVF,Thief River Falls,MN,457.47,561.38,96.0
Q4_2019,BKG,Branson,MO,92.85,113.94,105.0
Q4_2019,CGI,Cape Girardeau,MO,468.06,574.37,155.0
Q4_2019,COU,Columbia,MO,437.33,536.66,5375.0
Q4_2019,TBN,Fort Leonard Wood,MO,338.42,415.29,177.0
Q4_2019,JLN,Joplin,MO,463.62,568.92,681.0
Q4_2019,MCI,Kansas City,MO,371.99,456.48,297424.0
Q4_2019,IRK,Kirksville,MO,385.87,473.51,133.0
Q4_2019,SGF,Springfield,MO,421.25,516.92,37755.0
Q4_2019,STL,St. Louis,MO,362.83,445.24,317689.0
Q4_2019,GTR,Columbus,MS,560.93,688.33,2412.0
Q4_2019,GLH,Greenville,MS,596.0,731.37,61.0
Q4_2019,GPT,Gulfport/Biloxi,MS,425.1,521.66,16550.0
Q4_2019,PIB,Hattiesburg/Laurel,MS,372.56,457.18,484.0
Q4_2019,JAN,Jackson/Vicksburg,MS,492.46,604.31,35868.0
Q4_2019,MEI,Meridian,MS,433.9,532.45,844.0
Q4_2019,TUP,Tupelo,MS,427.33,524.39,126.0
Q4_2019,BIL,Billings,MT,440.33,540.34,25278.0
Q4_2019,BZN,Bozeman,MT,434.78,533.53,56214.0
Q4_2019,BTM,Butte,MT,514.33,631.16,907.0
Q4_2019,GGW,Glasgow,MT,366.0,449.13,12.0
Q4_2019,GDV,Glendive,MT,552.8,678.36,29.0
Q4_2019,GTF,Great Falls,MT,418.9,514.04,10663.0
Q4_2019,HVR,Havre,MT,424.5,520.92,14.0
Q4_2019,HLN,Helena,MT,491.35,602.96,5609.0
Q4_2019,FCA,Kalispell,MT,429.94,527.59,21498.0
Q4_2019,MSO,Missoula,MT,420.19,515.63,25558.0
Q4_2019,SDY,Sidney,MT,496.33,609.07,67.0
Q4_2019,WYS,West Yellowstone,MT,369.43,453.34,259.0
Q4_2019,OLF,Wolf Point,MT,380.0,466.31,19.0
Q4_2019,AVL,Asheville,NC,307.33,377.14,52773.0
Q4_2019,CLT,Charlotte,NC,396.25,486.25,446301.0
Q4_2019,USA,Concord,NC,125.64,154.17,6582.0
Q4_2019,FAY,Fayetteville,NC,444.17,545.05,10527.0
Q4_2019,GSO,Greensboro/High Point,NC,414.56,508.72,52146.0
Q4_2019,PGV,Greenville,NC,428.93,526.36,2490.0
Q4_2019,OAJ,Jacksonville/Camp Lejeune,NC,421.03,516.65,8903.0
Q4_2019,EWN,New Bern/Morehead/Beaufort,NC,423.87,520.14,5024.0
Q4_2019,RDU,Raleigh/Durham,NC,330.31,405.33,403082.0
Q4_2019,ILM,Wilmington,NC,432.98,531.32,38008.0
Q4_2019,BIS,Bismarck/Mandan,ND,437.69,537.11,17904.0
Q4_2019,DVL,Devils Lake,ND,474.4,582.16,390.0
Q4_2019,DIK,Dickinson,ND,587.46,720.89,1442.0
Q4_2019,FAR,Fargo,ND,439.21,538.96,32694.0
Q4_2019,GFK,Grand Forks,ND,452.32,555.06,5419.0
Q4_2019,JMS,Jamestown,ND,489.0,600.07,407.0
Q4_2019,MOT,Minot,ND,449.56,551.66,10415.0
Q4_2019,XWA,Williston,ND,623.31,764.88,6630.0
Q4_2019,ISN,Williston,ND,645.37,791.95,
Q4_2019,AIA,Alliance,NE,618.5,758.98,92.0
Q4_2019,CDR,Chadron,NE,329.73,404.62,29.0
Q4_2019,GRI,Grand Island,NE,308.04,378.01,3849.0
Q4_2019,EAR,Kearney,NE,474.32,582.05,618.0
Q4_2019,LNK,Lincoln,NE,481.37,590.71,6629.0
Q4_2019,MCK,McCook,NE,524.4,643.51,67.0
Q4_2019,LBF,North Platte,NE,502.54,616.68,919.0
Q4_2019,OMA,Omaha,NE,379.88,466.16,143403.0
Q4_2019,BFF,Scottsbluff,NE,480.7,589.89,635.0
Q4_2019,LEB,Lebanon-Hanover,NH,376.29,461.76,231.0
Q4_2019,MHT,Manchester,NH,389.6,478.08,37031.0
Q4_2019,PSM,Portsmouth,NH,225.89,277.19,3847.0
Q4_2019,ACY,Atlantic City,NJ,146.56,179.85,28530.0
Q4_2019,EWR,Newark,NJ,411.96,505.53,940299.0
Q4_2019,TTN,Trenton,NJ,132.47,162.56,16828.0
Q4_2019,ABQ,Albuquerque,NM,369.28,453.15,133295.0
Q4_2019,CNM,Carlsbad,NM,576.0,706.83,
Q4_2019,CVN,Clovis,NM,392.74,481.94,247.0
Q4_2019,HOB,Hobbs,NM,500.69,614.42,1481.0
Q4_2019,ROW,Roswell,NM,510.73,626.73,2702.0
Q4_2019,SAF,Santa Fe,NM,433.13,531.5,7660.0
Q4_2019,EKO,Elko,NV,618.2,758.61,773.0
Q4_2019,LAS,Las Vegas,NV,241.32,296.13,675568.0
Q4_2019,RNO,Reno,NV,342.79,420.65,109805.0
Q4_2019,ALB,Albany,NY,392.43,481.56,88845.0
Q4_2019,BGM,Binghamton,NY,496.56,609.34,1769.0
Q4_2019,BUF,Buffalo,NY,324.25,397.89,146872.0
Q4_2019,ELM,Elmira/Corning,NY,407.52,500.08,5534.0
Q4_2019,ISP,Islip,NY,266.49,327.02,42627.0
Q4_2019,ITH,Ithaca/Cortland,NY,489.8,601.05,3911.0
Q4_2019,MSS,Massena,NY,541.4,664.37,52.0
Q4_2019,JFK,New York-JFK,NY,428.12,525.36,750626.0
Q4_2019,LGA,New York-La Guardia,NY,354.24,434.69,795129.0
Q4_2019,SWF,Newburgh/Poughkeepsie,NY,321.14,394.07,6432.0
Q4_2019,IAG,Niagara Falls,NY,190.36,233.59,4190.0
Q4_2019,OGS,Ogdensburg,NY,296.47,363.81,204.0
Q4_2019,PBG,Plattsburgh,NY,228.88,280.87,6860.0
Q4_2019,ROC,Rochester,NY,373.61,458.47,81114.0
Q4_2019,SLK,Saranac Lake/Lake Placid,NY,388.45,476.68,86.0
Q4_2019,SYR,Syracuse,NY,364.47,447.25,94536.0
Q4_2019,ART,Watertown,NY,449.83,552.0,1484.0
Q4_2019,HPN,White Plains,NY,425.0,521.53,85416.0
Q4_2019,CAK,Akron,OH,361.31,443.37,25340.0
Q4_2019,CVG,Cincinnati,OH,335.96,412.27,254552.0
Q4_2019,CLE,Cleveland,OH,321.31,394.29,275340.0
Q4_2019,CMH,Columbus,OH,361.28,443.33,244751.0
Q4_2019,LCK,Columbus,OH,159.28,195.46,10393.0
Q4_2019,DAY,Dayton,OH,440.48,540.52,35189.0
Q4_2019,TOL,Toledo,OH,279.77,343.31,4355.0
Q4_2019,LAW,Lawton/Fort Sill,OK,494.15,606.39,2405.0
Q4_2019,OKC,Oklahoma City,OK,391.17,480.02,121164.0
Q4_2019,SWO,Stillwater,OK,462.55,567.61,2029.0
Q4_2019,TUL,Tulsa,OK,407.63,500.21,88037.0
Q4_2019,RDM,Bend/Redmond,OR,379.0,465.09,33127.0
Q4_2019,EUG,Eugene,OR,384.91,472.33,48046.0
Q4_2019,MFR,Medford,OR,372.4,456.99,28387.0
Q4_2019,OTH,North Bend/Coos Bay,OR,470.96,577.93,780.0
Q4_2019,PDT,Pendleton,OR,472.21,579.47,17.0
Q4_2019,PDX,Portland,OR,348.23,427.33,441785.0
Q4_2019,ABE,Allentown/Bethlehem/Easton,PA,347.88,426.89,29795.0
Q4_2019,AOO,Altoona,PA,641.0,786.59,134.0
Q4_2019,BFD,Bradford,PA,532.62,653.59,62.0
Q4_2019,DUJ,DuBois,PA,487.8,598.59,140.0
Q4_2019,ERI,Erie,PA,412.76,506.51,2916.0
Q4_2019,FKL,Franklin/Oil City,PA,446.0,547.3,
Q4_2019,MDT,Harrisburg,PA,407.86,500.5,42667.0
Q4_2019,JST,Johnstown,PA,324.8,398.57,813.0
Q4_2019,LNS,Lancaster,PA,233.0,285.92,320.0
Q4_2019,LBE,Latrobe,PA,135.3,166.03,5672.0
Q4_2019,PHL,Philadelphia,PA,370.51,454.67,618958.0
Q4_2019,PIT,Pittsburgh,PA,360.04,441.81,273272.0
Q4_2019,AVP,Scranton/Wilkes-Barre,PA,429.11,526.57,14115.0
Q4_2019,SCE,State College,PA,458.19,562.26,7557.0
Q4_2019,IPT,Williamsport,PA,461.9,566.82,39.0
Q4_2019,BQN,Aguadilla,PR,218.91,268.63,20736.0
Q4_2019,CPX,Culebra,PR,300.75,369.06,15.0
Q4_2019,MAZ,Mayaguez,PR,284.93,349.64,57.0
Q4_2019,PSE,Ponce,PR,251.8,308.99,8826.0
Q4_2019,SJU,San Juan,PR,268.84,329.91,262979.0
Q4_2019,VQS,Vieques,PR,444.8,545.83,59.0
Q4_2019,PVD,Providence,RI,337.63,414.32,123931.0
Q4_2019,CHS,Charleston,SC,354.46,434.97,144183.0
Q4_2019,CAE,Columbia,SC,448.87,550.82,35315.0
Q4_2019,FLO,Florence,SC,432.38,530.59,1496.0
Q4_2019,GSP,Greer,SC,395.88,485.79,74606.0
Q4_2019,HHH,Hilton Head,SC,454.29,557.48,3578.0
Q4_2019,MYR,Myrtle Beach,SC,282.67,346.87,67308.0
Q4_2019,ABR,Aberdeen,SD,576.4,707.32,1417.0
Q4_2019,PIR,Pierre,SD,493.49,605.58,507.0
Q4_2019,RAP,Rapid City,SD,442.31,542.77,20028.0
Q4_2019,FSD,Sioux Falls,SD,419.68,515.01,40697.0
Q4_2019,ATY,Watertown,SD,407.6,500.17,281.0
Q4_2019,TRI,Bristol/Johnson City/Kingsport,TN,487.06,597.68,12639.0
Q4_2019,CHA,Chattanooga,TN,422.99,519.06,31471.0
