Quarter,Airport Code,City,State,Average Fare ($),Adj Average Fare ($),Passengers (2024 Benchmark)
Q1_2020,CVN,Clovis,NM,346.89,423.9,247.0
Q1_2020,HOB,Hobbs,NM,473.92,579.13,1481.0
Q1_2020,ROW,Roswell,NM,461.26,563.67,2702.0
Q1_2020,SAF,Santa Fe,NM,405.33,495.32,7660.0
Q1_2020,EKO,Elko,NV,610.07,745.51,773.0
Q1_2020,LAS,Las Vegas,NV,233.78,285.68,675568.0
Q1_2020,RNO,Reno,NV,336.1,410.71,109805.0
Q1_2020,ALB,Albany,NY,367.27,448.81,88845.0
Q1_2020,BGM,Binghamton,NY,481.94,588.94,1769.0
Q1_2020,BUF,Buffalo,NY,319.05,389.88,146872.0
Q1_2020,ELM,Elmira/Corning,NY,349.38,426.94,5534.0
Q1_2020,ISP,Islip,NY,261.72,319.82,42627.0
Q1_2020,ITH,Ithaca/Cortland,NY,455.47,556.59,3911.0
Q1_2020,MSS,Massena,NY,274.67,335.64,52.0
Q1_2020,JFK,New York-JFK,NY,388.19,474.37,750626.0
Q1_2020,LGA,New York-La Guardia,NY,323.66,395.52,795129.0
Q1_2020,SWF,Newburgh/Poughkeepsie,NY,285.91,349.38,6432.0
Q1_2020,IAG,Niagara Falls,NY,169.9,207.62,4190.0
Q1_2020,OGS,Ogdensburg,NY,260.49,318.32,204.0
Q1_2020,PBG,Plattsburgh,NY,224.68,274.56,6860.0
Q1_2020,ROC,Rochester,NY,368.42,450.22,81114.0
Q1_2020,SLK,Saranac Lake/Lake Placid,NY,402.92,492.37,86.0
Q1_2020,SYR,Syracuse,NY,347.47,424.61,94536.0
Q1_2020,ART,Watertown,NY,407.11,497.49,1484.0
Q1_2020,HPN,White Plains,NY,390.54,477.25,85416.0
Q1_2020,CAK,Akron,OH,342.0,417.92,25340.0
Q1_2020,CVG,Cincinnati,OH,315.56,385.62,254552.0
Q1_2020,CLE,Cleveland,OH,301.09,367.93,275340.0
Q1_2020,CMH,Columbus,OH,350.48,428.29,244751.0
Q1_2020,LCK,Columbus,OH,129.55,158.31,10393.0
Q1_2020,DAY,Dayton,OH,430.12,525.61,35189.0
Q1_2020,TOL,Toledo,OH,242.51,296.35,4355.0
Q1_2020,LAW,Lawton/Fort Sill,OK,467.28,571.02,2405.0
Q1_2020,OKC,Oklahoma City,OK,373.83,456.82,121164.0
Q1_2020,SWO,Stillwater,OK,442.36,540.56,2029.0
Q1_2020,TUL,Tulsa,OK,391.95,478.96,88037.0
Q1_2020,RDM,Bend/Redmond,OR,337.12,411.97,33127.0
Q1_2020,EUG,Eugene,OR,340.84,416.51,48046.0
Q1_2020,MFR,Medford,OR,336.72,411.47,28387.0
Q1_2020,OTH,North Bend/Coos Bay,OR,418.09,510.91,780.0
Q1_2020,PDT,Pendleton,OR,415.08,507.23,17.0
Q1_2020,PDX,Portland,OR,308.35,376.8,441785.0
Q1_2020,ABE,Allentown/Bethlehem/Easton,PA,296.82,362.72,29795.0
Q1_2020,AOO,Altoona,PA,301.75,368.74,134.0
Q1_2020,BFD,Bradford,PA,479.33,585.75,62.0
Q1_2020,DUJ,DuBois,PA,487.0,595.12,140.0
Q1_2020,ERI,Erie,PA,378.83,462.93,2916.0
Q1_2020,MDT,Harrisburg,PA,393.61,480.99,42667.0
Q1_2020,JST,Johnstown,PA,539.57,659.36,813.0
Q1_2020,LNS,Lancaster,PA,257.0,314.05,320.0
Q1_2020,LBE,Latrobe,PA,121.5,148.47,5672.0
Q1_2020,PHL,Philadelphia,PA,364.29,445.17,618958.0
Q1_2020,PIT,Pittsburgh,PA,342.27,418.25,273272.0
Q1_2020,AVP,Scranton/Wilkes-Barre,PA,399.82,488.59,14115.0
Q1_2020,SCE,State College,PA,430.16,525.66,7557.0
Q1_2020,IPT,Williamsport,PA,375.83,459.27,39.0
Q1_2020,BQN,Aguadilla,PR,188.58,230.44,20736.0
Q1_2020,CPX,Culebra,PR,359.93,439.84,15.0
Q1_2020,MAZ,Mayaguez,PR,471.67,576.38,57.0
Q1_2020,PSE,Ponce,PR,204.65,250.08,8826.0
Q1_2020,SJU,San Juan,PR,242.42,296.24,262979.0
Q1_2020,VQS,Vieques,PR,677.18,827.51,59.0
Q1_2020,PVD,Providence,RI,322.52,394.12,123931.0
Q1_2020,CHS,Charleston,SC,353.88,432.44,144183.0
Q1_2020,CAE,Columbia,SC,437.85,535.05,35315.0
Q1_2020,FLO,Florence,SC,444.14,542.74,1496.0
Q1_2020,GSP,Greer,SC,387.86,473.97,74606.0
Q1_2020,HHH,Hilton Head,SC,431.3,527.05,3578.0
Q1_2020,MYR,Myrtle Beach,SC,315.45,385.48,67308.0
Q1_2020,ABR,Aberdeen,SD,561.89,686.63,1417.0
Q1_2020,PIR,Pierre,SD,484.55,592.13,507.0
Q1_2020,RAP,Rapid City,SD,409.44,500.34,20028.0
Q1_2020,FSD,Sioux Falls,SD,381.18,465.81,40697.0
Q1_2020,ATY,Watertown,SD,420.26,513.56,281.0
Q1_2020,TRI,Bristol/Johnson City/Kingsport,TN,479.41,585.84,12639.0
Q1_2020,CHA,Chattanooga,TN,429.3,524.61,31471.0
Q1_2020,TYS,Knoxville,TN,387.01,472.93,80983.0
Q1_2020,MEM,Memphis,TN,369.55,451.59,133439.0
Q1_2020,BNA,Nashville,TN,326.36,398.81,441195.0
Q1_2020,GUM,Guam,TT,1201.57,1468.32,4466.0
Q1_2020,PPG,Pago Pago,TT,1093.51,1336.28,1942.0
Q1_2020,SPN,Saipan,TT,383.13,468.18,1357.0
Q1_2020,ABI,Abilene,TX,541.33,661.51,5572.0
Q1_2020,AMA,Amarillo,TX,408.59,499.3,21618.0
Q1_2020,AUS,Austin,TX,317.02,387.4,472888.0
Q1_2020,BPT,Beaumont/Port Arthur,TX,486.28,594.24,2120.0
Q1_2020,BRO,Brownsville,TX,390.12,476.73,12172.0
Q1_2020,CLL,College Station/Bryan,TX,454.1,554.92,3669.0
Q1_2020,CRP,Corpus Christi,TX,451.86,552.18,19530.0
Q1_2020,DFW,Dallas-DFW,TX,400.52,489.43,894683.0
Q1_2020,DAL,Dallas-Love Field,TX,310.14,379.0,289935.0
Q1_2020,DRT,Del Rio,TX,414.01,505.92,
Q1_2020,ELP,El Paso,TX,355.04,433.86,120309.0
Q1_2020,HRL,Harlingen/San Benito,TX,298.48,364.74,29191.0
Q1_2020,HOU,Houston-Hobby,TX,324.4,396.41,229047.0
Q1_2020,IAH,Houston-Intercontinental,TX,394.33,481.87,627878.0
Q1_2020,GRK,Killeen,TX,386.56,472.38,5882.0
Q1_2020,LRD,Laredo,TX,417.62,510.33,9858.0
Q1_2020,GGG,Longview,TX,537.72,657.1,2190.0
Q1_2020,LBB,Lubbock,TX,399.67,488.39,30395.0
Q1_2020,MAF,Midland/Odessa,TX,457.79,559.42,41759.0
Q1_2020,MFE,Mission/McAllen/Edinburg,TX,393.72,481.13,39274.0
Q1_2020,SJT,San Angelo,TX,534.17,652.76,2754.0
Q1_2020,SAT,San Antonio,TX,359.31,439.08,261417.0
Q1_2020,TYR,Tyler,TX,502.12,613.59,3286.0
Q1_2020,VCT,Victoria,TX,334.94,409.3,783.0
Q1_2020,ACT,Waco,TX,589.76,720.69,3244.0
Q1_2020,SPS,Wichita Falls,TX,433.59,529.85,1907.0
Q1_2020,CDC,Cedar City,UT,409.2,500.05,732.0
Q1_2020,CNY,Moab,UT,411.31,502.63,241.0
Q1_2020,OGD,Ogden,UT,103.72,126.75,1155.0
Q1_2020,PVU,Provo,UT,99.47,121.55,27400.0
Q1_2020,SLC,Salt Lake City,UT,364.52,445.44,434499.0
Q1_2020,SGU,St. George,UT,389.65,476.16,7927.0
Q1_2020,VEL,Vernal,UT,499.03,609.82,303.0
Q1_2020,CHO,Charlottesville,VA,420.49,513.84,20466.0
Q1_2020,LYH,Lynchburg,VA,451.86,552.18,4980.0
Q1_2020,PHF,Newport News/Williamsburg,VA,455.48,556.6,3955.0
Q1_2020,ORF,Norfolk,VA,383.14,468.2,135070.0
Q1_2020,RIC,Richmond,VA,374.11,457.16,145166.0
Q1_2020,ROA,Roanoke,VA,448.9,548.56,21008.0
Q1_2020,SHD,Staunton,VA,474.26,579.55,349.0
Q1_2020,STT,Charlotte Amalie,VI,342.8,418.91,23386.0
Q1_2020,STX,Christiansted,VI,454.63,555.56,8986.0
Q1_2020,BTV,Burlington,VT,413.95,505.84,36575.0
Q1_2020,RUT,Rutland,VT,393.89,481.33,124.0
Q1_2020,BLI,Bellingham,WA,241.37,294.96,17664.0
Q1_2020,PAE,Everett,WA,274.98,336.03,19523.0
Q1_2020,PSC,Pasco/Kennewick/Richland,WA,395.42,483.21,27906.0
Q1_2020,PUW,Pullman,WA,372.3,454.95,3643.0
Q1_2020,SEA,Seattle,WA,307.52,375.79,880202.0
Q1_2020,GEG,Spokane,WA,331.15,404.67,112587.0
Q1_2020,ALW,Walla Walla,WA,344.8,421.35,1977.0
Q1_2020,EAT,Wenatchee,WA,377.02,460.71,2587.0
Q1_2020,YKM,Yakima,WA,412.67,504.29,2476.0
Q1_2020,ATW,Appleton,WI,399.27,487.91,35369.0
Q1_2020,EAU,Eau Claire,WI,471.79,576.53,1210.0
Q1_2020,GRB,Green Bay,WI,471.77,576.51,18187.0
Q1_2020,LSE,La Crosse,WI,479.16,585.54,1939.0
Q1_2020,MSN,Madison,WI,403.77,493.41,67201.0
Q1_2020,MKE,Milwaukee,WI,339.95,415.41,179994.0
Q1_2020,CWA,Mosinee,WI,472.94,577.94,5375.0
Q1_2020,RHI,Rhinelander,WI,551.8,674.3,1431.0
Q1_2020,HTS,Ashland,WV,253.07,309.26,6189.0
Q1_2020,BKW,Beckley,WV,590.33,721.39,206.0
Q1_2020,CRW,Charleston/Dunbar,WV,472.58,577.49,11747.0
Q1_2020,CKB,Clarksburg/Fairmont,WV,253.94,310.32,2195.0
Q1_2020,LWB,Lewisburg,WV,479.82,586.34,236.0
Q1_2020,MGW,Morgantown,WV,373.31,456.18,201.0
Q1_2020,PKB,Parkersburg,WV,450.0,549.9,174.0
Q1_2020,CPR,Casper,WY,530.03,647.69,5500.0
Q1_2020,CYS,Cheyenne,WY,373.97,456.99,1741.0
Q1_2020,COD,Cody,WY,510.66,624.03,1631.0
Q1_2020,GCC,Gillette,WY,547.23,668.72,1653.0
Q1_2020,JAC,Jackson,WY,550.56,672.79,16840.0
Q1_2020,LAR,Laramie,WY,499.6,610.52,961.0
Q1_2020,RIW,Riverton/Lander,WY,517.96,632.95,1179.0
Q1_2020,RKS,Rock Springs,WY,516.46,631.12,1198.0
Q1_2020,SHR,Sheridan,WY,560.34,684.74,1488.0
Q2_2020,ADK,Adak Island,AK,777.6,955.39,57.0
Q2_2020,ANC,Anchorage,AK,384.8,472.78,113291.0
Q2_2020,BRW,Barrow,AK,441.26,542.14,1914.0
Q2_2020,BET,Bethel,AK,351.91,432.38,5442.0
Q2_2020,CDV,Cordova,AK,425.96,523.35,811.0
Q2_2020,SCC,Deadhorse,AK,443.78,545.24,1933.0
Q2_2020,DLG,Dillingham,AK,433.19,532.23,1385.0
Q2_2020,FAI,Fairbanks,AK,373.76,459.21,27618.0
Q2_2020,GST,Gustavus,AK,188.25,231.29,162.0
Q2_2020,JNU,Juneau,AK,357.07,438.71,14056.0
Q2_2020,ENA,Kenai,AK,331.0,406.68,
Q2_2020,KTN,Ketchikan,AK,417.8,513.32,5377.0
Q2_2020,AKN,King Salmon,AK,485.61,596.64,959.0
Q2_2020,ADQ,Kodiak,AK,459.91,565.06,3500.0
Q2_2020,OTZ,Kotzebue,AK,466.18,572.76,2107.0
Q2_2020,OME,Nome,AK,488.43,600.1,2311.0
Q2_2020,PSG,Petersburg,AK,381.71,468.99,1000.0
Q2_2020,SIT,Sitka,AK,363.96,447.17,3745.0
Q2_2020,WRG,Wrangell,AK,495.89,609.26,631.0
Q2_2020,YAK,Yakutat,AK,566.48,696.0,370.0
Q2_2020,BHM,Birmingham,AL,271.34,333.38,87795.0
Q2_2020,DHN,Dothan,AL,415.34,510.3,1974.0
Q2_2020,HSV,Huntsville,AL,363.48,446.59,44464.0
Q2_2020,MOB,Mobile,AL,382.61,470.09,15611.0
Q2_2020,MGM,Montgomery,AL,337.77,415.0,10260.0
Q2_2020,MSL,Muscle Shoals,AL,344.33,423.06,91.0
Q2_2020,XNA,Fayetteville,AR,294.09,361.33,60392.0
Q2_2020,FSM,Fort Smith,AR,362.84,445.8,3187.0
Q2_2020,HRO,Harrison,AR,444.0,545.52,30.0
Q2_2020,LIT,Little Rock,AR,266.25,327.13,63818.0
Q2_2020,TXK,Texarkana,AR,297.42,365.42,2325.0
Q2_2020,FLG,Flagstaff,AZ,327.04,401.81,3507.0
Q2_2020,PGA,Page,AZ,448.0,550.43,143.0
Q2_2020,PHX,Phoenix,AZ,249.26,306.25,825399.0
Q2_2020,AZA,Phoenix,AZ,104.92,128.91,40330.0
Q2_2020,PRC,Prescott,AZ,371.41,456.33,525.0
Q2_2020,SOW,Show Low,AZ,401.5,493.3,62.0
Q2_2020,TUS,Tucson,AZ,270.59,332.45,102184.0
Q2_2020,YUM,Yuma,AZ,340.45,418.29,4071.0
Q2_2020,ACV,Arcata/Eureka,CA,453.32,556.97,7528.0
Q2_2020,BFL,Bakersfield,CA,355.3,436.54,11994.0
Q2_2020,BUR,Burbank,CA,219.06,269.15,183243.0
Q2_2020,CEC,Crescent City,CA,457.0,561.49,
Q2_2020,FAT,Fresno,CA,315.82,388.03,65689.0
Q2_2020,LGB,Long Beach,CA,180.52,221.8,102848.0
Q2_2020,LAX,Los Angeles,CA,278.1,341.68,1284083.0
Q2_2020,MRY,Monterey,CA,343.19,421.65,14130.0
Q2_2020,OAK,Oakland,CA,211.28,259.59,268902.0
Q2_2020,ONT,Ontario,CA,249.93,307.07,198746.0
Q2_2020,PSP,Palm Springs,CA,324.71,398.95,52513.0
Q2_2020,RDD,Redding,CA,424.36,521.39,5149.0
Q2_2020,SMF,Sacramento,CA,251.7,309.25,367629.0
Q2_2020,SAN,San Diego,CA,264.22,324.63,596023.0
Q2_2020,SFO,San Francisco,CA,312.67,384.15,844286.0
Q2_2020,SJC,San Jose,CA,230.54,283.25,305263.0
Q2_2020,SBP,San Luis Obispo,CA,350.72,430.91,19797.0
Q2_2020,SNA,Santa Ana,CA,274.94,337.8,254126.0
Q2_2020,SBA,Santa Barbara,CA,327.77,402.71,36080.0
Q2_2020,SMX,Santa Maria,CA,90.72,111.46,739.0
Q2_2020,STS,Santa Rosa,CA,297.16,365.1,21711.0
Q2_2020,SCK,Stockton,CA,91.46,112.37,3948.0
Q2_2020,ALS,Alamosa,CO,388.75,477.63,295.0
Q2_2020,ASE,Aspen,CO,477.78,587.02,11153.0
Q2_2020,COS,Colorado Springs,CO,289.53,355.73,67750.0
Q2_2020,CEZ,Cortez,CO,401.78,493.64,98.0
Q2_2020,DEN,Denver,CO,233.5,286.89,1023630.0
Q2_2020,DRO,Durango,CO,412.08,506.3,11912.0
Q2_2020,EGE,Eagle,CO,430.11,528.45,7923.0
Q2_2020,GJT,Grand Junction,CO,314.76,386.73,13880.0
Q2_2020,GUC,Gunnison,CO,332.2,408.15,1725.0
Q2_2020,HDN,Hayden,CO,395.16,485.51,6709.0
Q2_2020,MTJ,Montrose/Delta,CO,428.81,526.85,10218.0
Q2_2020,PUB,Pueblo,CO,337.32,414.45,86.0
Q2_2020,BDL,Hartford,CT,254.12,312.23,210677.0
Q2_2020,HVN,New Haven,CT,247.48,304.07,45855.0
Q2_2020,IAD,Washington-Dulles,DC,322.66,396.43,316263.0
Q2_2020,DCA,Washington-Reagan National,DC,262.99,323.11,547638.0
Q2_2020,DAB,Daytona Beach,FL,249.68,306.77,16860.0
Q2_2020,FLL,Fort Lauderdale,FL,218.52,268.48,585196.0
Q2_2020,RSW,Fort Myers,FL,245.06,301.08,215751.0
Q2_2020,GNV,Gainesville,FL,280.06,344.1,16639.0
Q2_2020,JAX,Jacksonville,FL,270.09,331.85,190561.0
Q2_2020,EYW,Key West,FL,352.89,433.57,16616.0
Q2_2020,MLB,Melbourne,FL,261.48,321.26,12470.0
Q2_2020,MIA,Miami,FL,246.7,303.1,478084.0
Q2_2020,MCO,Orlando,FL,208.57,256.26,845562.0
Q2_2020,ECP,Panama City,FL,234.52,288.14,33188.0
Q2_2020,PNS,Pensacola,FL,282.33,346.89,72946.0
Q2_2020,PGD,Punta Gorda,FL,107.07,131.55,37063.0
Q2_2020,SFB,Sanford,FL,94.07,115.58,48131.0
Q2_2020,SRQ,Sarasota/Bradenton,FL,222.51,273.39,86365.0
Q2_2020,PIE,St. Petersburg,FL,95.95,117.88,48668.0
Q2_2020,TLH,Tallahassee,FL,368.94,453.3,25686.0
Q2_2020,TPA,Tampa,FL,249.51,306.56,534514.0
Q2_2020,VPS,Valparaiso,FL,250.53,307.81,38296.0
Q2_2020,PBI,West Palm Beach/Palm Beach,FL,251.74,309.29,207211.0
Q2_2020,ABY,Albany,GA,278.53,342.22,1697.0
Q2_2020,ATL,Atlanta,GA,262.61,322.66,1012618.0
Q2_2020,AGS,Augusta,GA,261.82,321.68,17458.0
Q2_2020,BQK,Brunswick,GA,333.08,409.23,1856.0
Q2_2020,CSG,Columbus,GA,361.02,443.56,3020.0
Q2_2020,MCN,Macon,GA,1007.0,1237.24,2.0
Q2_2020,SAV,Savannah,GA,316.73,389.15,85268.0
Q2_2020,VLD,Valdosta,GA,311.95,383.27,2803.0
Q2_2020,ITO,Hilo,HI,145.41,178.65,37948.0
Q2_2020,HNL,Honolulu,HI,268.87,330.35,355128.0
Q2_2020,MKK,Hoolehua,HI,120.67,148.26,39.0
Q2_2020,OGG,Kahului,HI,217.2,266.86,112368.0
Q2_2020,KOA,Kona,HI,219.07,269.15,75880.0
Q2_2020,LNY,Lanai,HI,270.09,331.84,16.0
Q2_2020,LIH,Lihue,HI,182.71,224.48,66233.0
Q2_2020,CID,Cedar Rapids/Iowa City,IA,242.13,297.49,46040.0
Q2_2020,DSM,Des Moines,IA,228.95,281.29,91115.0
Q2_2020,DBQ,Dubuque,IA,237.93,292.33,388.0
Q2_2020,SUX,Sioux City,IA,299.82,368.37,1055.0
Q2_2020,ALO,Waterloo,IA,240.14,295.04,493.0
Q2_2020,BOI,Boise,ID,275.62,338.64,135151.0
Q2_2020,IDA,Idaho Falls,ID,321.74,395.3,17151.0
Q2_2020,LWS,Lewiston,ID,321.2,394.64,3448.0
Q2_2020,PIH,Pocatello,ID,412.73,507.1,1386.0
Q2_2020,SUN,Sun Valley/Hailey/Ketchum,ID,402.38,494.38,4889.0
Q2_2020,TWF,Twin Falls,ID,356.91,438.52,1848.0
Q2_2020,BLV,Belleville,IL,98.38,120.88,11114.0
Q2_2020,BMI,Bloomington/Normal,IL,183.27,225.17,9540.0
Q2_2020,CMI,Champaign/Urbana,IL,423.7,520.58,4867.0
Q2_2020,MDW,Chicago-Midway,IL,207.32,254.72,349329.0
Q2_2020,ORD,Chicago-O'Hare,IL,247.55,304.15,1089038.0
Q2_2020,DEC,Decatur,IL,324.67,398.9,596.0
Q2_2020,MWA,Marion/Herrin,IL,340.93,418.88,227.0
Q2_2020,MLI,Moline,IL,240.4,295.36,20094.0
Q2_2020,PIA,Peoria,IL,190.41,233.94,22607.0
Q2_2020,UIN,Quincy,IL,260.8,320.43,105.0
Q2_2020,RFD,Rockford,IL,112.1,137.73,9435.0
Q2_2020,SPI,Springfield,IL,223.12,274.14,3455.0
Q2_2020,EVV,Evansville,IN,264.7,325.21,10601.0
Q2_2020,FWA,Fort Wayne,IN,215.39,264.64,26685.0
Q2_2020,IND,Indianapolis,IN,242.96,298.51,289135.0
Q2_2020,SBN,South Bend,IN,218.43,268.37,27926.0
Q2_2020,DDC,Dodge City,KS,368.18,452.36,384.0
Q2_2020,GCK,Garden City,KS,277.1,340.46,1613.0
Q2_2020,HYS,Hays,KS,345.56,424.57,735.0
Q2_2020,LBL,Liberal,KS,370.09,454.71,386.0
Q2_2020,MHK,Manhattan/Ft. Riley,KS,315.16,387.21,4941.0
Q2_2020,SLN,Salina,KS,351.88,432.34,764.0
Q2_2020,ICT,Wichita,KS,267.5,328.66,50450.0
Q2_2020,LEX,Lexington,KY,247.34,303.89,42439.0
Q2_2020,SDF,Louisville,KY,253.88,311.93,122639.0
Q2_2020,OWB,Owensboro,KY,104.69,128.62,129.0
Q2_2020,PAH,Paducah,KY,397.96,488.95,376.0
Q2_2020,AEX,Alexandria,LA,367.03,450.94,5014.0
Q2_2020,BTR,Baton Rouge,LA,336.28,413.16,22788.0
Q2_2020,LFT,Lafayette,LA,318.64,391.5,14541.0
Q2_2020,LCH,Lake Charles,LA,341.14,419.14,5431.0
Q2_2020,MLU,Monroe,LA,303.57,372.98,6137.0
Q2_2020,MSY,New Orleans,LA,237.95,292.36,268725.0
Q2_2020,SHV,Shreveport,LA,339.27,416.84,19446.0
Q2_2020,BOS,Boston,MA,254.67,312.89,986868.0
Q2_2020,HYA,Hyannis,MA,282.5,347.09,950.0
Q2_2020,MVY,Martha's Vineyard,MA,409.63,503.29,3230.0
Q2_2020,ACK,Nantucket,MA,330.64,406.23,5436.0
Q2_2020,ORH,Worcester,MA,191.2,234.92,9491.0
Q2_2020,BWI,Baltimore,MD,235.49,289.33,489183.0
Q2_2020,HGR,Hagerstown,MD,89.93,110.49,2783.0
Q2_2020,SBY,Salisbury,MD,275.65,338.67,3343.0
Q2_2020,AUG,Augusta/Waterville,ME,803.5,987.21,161.0
Q2_2020,BGR,Bangor,ME,287.32,353.02,19034.0
Q2_2020,BHB,Bar Harbor,ME,345.6,424.62,193.0
Q2_2020,PWM,Portland,ME,252.21,309.88,65280.0
Q2_2020,PQI,Presque Isle/Houlton,ME,423.74,520.62,1349.0
Q2_2020,RKD,Rockland,ME,465.5,571.93,152.0
Q2_2020,APN,Alpena,MI,421.16,517.45,707.0
Q2_2020,DTW,Detroit,MI,280.07,344.11,572843.0
Q2_2020,ESC,Escanaba,MI,304.55,374.18,951.0
Q2_2020,FNT,Flint,MI,188.34,231.41,19789.0
Q2_2020,GRR,Grand Rapids,MI,232.27,285.37,122792.0
Q2_2020,CMX,Hancock/Houghton,MI,423.63,520.49,1092.0
Q2_2020,IMT,Iron Mountain/Kingsfd,MI,297.81,365.9,1197.0
Q2_2020,AZO,Kalamazoo,MI,305.44,375.28,5637.0
Q2_2020,LAN,Lansing,MI,259.72,319.1,6720.0
Q2_2020,MQT,Marquette,MI,321.72,395.27,2316.0
Q2_2020,MKG,Muskegon,MI,407.75,500.98,107.0
Q2_2020,PLN,Pellston,MI,398.96,490.18,1430.0
Q2_2020,MBS,Saginaw/Bay City/Midland,MI,359.5,441.7,6283.0
Q2_2020,CIU,Sault Ste. Marie,MI,401.42,493.2,1670.0
Q2_2020,TVC,Traverse City,MI,300.83,369.61,19320.0
Q2_2020,BJI,Bemidji,MN,347.65,427.14,1737.0
Q2_2020,BRD,Brainerd,MN,355.18,436.39,964.0
Q2_2020,DLH,Duluth,MN,249.78,306.88,7375.0
Q2_2020,HIB,Hibbing,MN,392.98,482.83,660.0
Q2_2020,INL,International Falls,MN,325.25,399.61,580.0
Q2_2020,MKT,Mankato,MN,130.0,159.72,
Q2_2020,MSP,Minneapolis,MN,267.34,328.46,657943.0
Q2_2020,RST,Rochester,MN,246.21,302.5,4832.0
